"仪器信息控制器"
"设备名称","LiquiSonic Lab"
"编号",36916
"固件版本 V110.",40.354

"仪器信息传感器"
"固件版本 V210.",10.169
"编号",50627
"错误号",0x11030000

"温度T1",18.081
"温度T2",18.029

"产品名称","氯化钾在水中"
"数据组号","38.005"



日期和时间 ,浓度                 - 传感器 1 (50627),第二物理量 - 传感器 1 (50627),温度 - 传感器 1 (50627),声速 - 传感器 1 (50627),错误号 - 传感器 1 (50627),温度T1 - 传感器 1 (50627),温度T2 - 传感器 1 (50627),渡越时间 - 传感器 1 (50627),标准方差 - 传感器 1 (50627),dv/dt - 传感器 1 (50627),dT/dt - 传感器 1 (50627),Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,
2024-10-22 11:16:30,1.15,0.00,24.71,1504.31,0x00000000,24.722,24.669,7403.3,0.550,0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:17:00,1.15,0.00,24.70,1504.27,0x00000000,24.714,24.665,7403.5,0.448,-1.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:17:30,1.15,0.00,24.70,1504.29,0x00000000,24.714,24.664,7403.4,0.508,-0.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:18:00,1.15,0.00,24.70,1504.27,0x00000000,24.714,24.662,7403.5,0.591,-0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:18:30,1.15,0.00,24.70,1504.23,0x00000000,24.710,24.659,7403.6,0.526,-1.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:19:00,1.15,0.00,24.69,1504.25,0x00000000,24.706,24.658,7403.6,0.472,-0.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:19:30,1.14,0.00,24.69,1504.24,0x00000000,24.706,24.656,7403.6,0.475,-1.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:20:00,1.15,0.00,24.69,1504.22,0x00000000,24.706,24.655,7403.7,0.455,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:20:30,1.15,0.00,24.69,1504.26,0x00000000,24.704,24.653,7403.5,0.444,0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:21:00,1.15,0.00,24.69,1504.20,0x00000000,24.703,24.651,7403.7,0.405,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:21:30,1.15,0.00,24.69,1504.21,0x00000000,24.699,24.648,7403.7,0.386,-1.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:22:00,1.15,0.00,24.68,1504.21,0x00000000,24.697,24.645,7403.7,0.547,-0.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:22:30,1.15,0.00,24.68,1504.17,0x00000000,24.695,24.644,7403.9,0.473,-1.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:23:00,1.14,0.00,24.68,1504.21,0x00000000,24.693,24.642,7403.7,0.479,-0.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:23:30,1.14,0.00,24.68,1504.16,0x00000000,24.692,24.642,7403.9,0.527,-1.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:24:00,1.15,0.00,24.68,1504.19,0x00000000,24.691,24.640,7403.8,0.438,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:24:30,1.14,0.00,24.68,1504.18,0x00000000,24.689,24.639,7403.8,0.539,-0.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:25:00,1.14,0.00,24.68,1504.14,0x00000000,24.687,24.636,7404.0,0.470,-1.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:25:30,1.14,0.00,24.67,1504.17,0x00000000,24.686,24.635,7403.9,0.452,-0.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:26:00,1.14,0.00,24.67,1504.17,0x00000000,24.684,24.633,7403.9,0.515,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:26:30,1.15,0.00,24.67,1504.16,0x00000000,24.686,24.633,7403.9,0.443,-0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:27:00,1.14,0.00,24.67,1504.14,0x00000000,24.681,24.630,7404.0,0.465,-1.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:27:30,1.14,0.00,24.67,1504.14,0x00000000,24.679,24.628,7404.0,0.427,-1.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:28:00,1.14,0.00,24.67,1504.14,0x00000000,24.678,24.627,7404.0,0.396,-0.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:28:30,1.14,0.00,24.66,1504.17,0x00000000,24.675,24.628,7403.9,0.509,0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:29:00,1.15,0.00,24.67,1504.12,0x00000000,24.678,24.626,7404.1,0.411,-1.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:29:30,1.14,0.00,24.67,1504.12,0x00000000,24.678,24.627,7404.1,0.438,-0.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:30:00,1.14,0.00,24.66,1504.10,0x00000000,24.674,24.626,7404.1,0.415,-1.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:30:30,1.14,0.00,24.66,1504.15,0x00000000,24.673,24.623,7403.9,0.498,0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:31:00,1.14,0.00,24.66,1504.10,0x00000000,24.673,24.621,7404.2,0.425,-1.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:31:30,1.14,0.00,24.66,1504.08,0x00000000,24.673,24.617,7404.2,0.502,-1.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:32:00,1.14,0.00,24.66,1504.10,0x00000000,24.672,24.622,7404.1,0.513,-1.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:32:30,1.14,0.00,24.66,1504.11,0x00000000,24.671,24.618,7404.1,0.497,-0.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:33:00,1.14,0.00,24.66,1504.11,0x00000000,24.670,24.618,7404.1,0.521,-0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:33:30,1.14,0.00,24.66,1504.15,0x00000000,24.669,24.615,7403.9,0.445,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:34:00,1.14,0.00,24.65,1504.11,0x00000000,24.666,24.615,7404.1,0.494,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:34:30,1.14,0.00,24.65,1504.12,0x00000000,24.666,24.615,7404.0,0.574,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:35:00,1.14,0.00,24.65,1504.08,0x00000000,24.666,24.614,7404.2,0.409,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:35:30,1.14,0.00,24.65,1504.08,0x00000000,24.662,24.611,7404.2,0.393,-1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:36:00,1.14,0.00,24.65,1504.10,0x00000000,24.663,24.612,7404.1,0.399,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:36:30,1.14,0.00,24.65,1504.04,0x00000000,24.661,24.610,7404.4,0.457,-1.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:37:00,1.14,0.00,24.65,1504.02,0x00000000,24.662,24.610,7404.5,0.522,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:37:30,1.14,0.00,24.65,1504.07,0x00000000,24.659,24.609,7404.3,0.413,-0.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:38:00,1.14,0.00,24.65,1504.06,0x00000000,24.658,24.607,7404.3,0.541,-1.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:38:30,1.14,0.00,24.64,1504.05,0x00000000,24.654,24.604,7404.4,0.431,-1.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:39:00,1.14,0.00,24.64,1504.06,0x00000000,24.654,24.603,7404.3,0.523,-0.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:39:30,1.14,0.00,24.64,1504.07,0x00000000,24.651,24.599,7404.3,0.458,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:40:00,1.14,0.00,24.64,1504.04,0x00000000,24.651,24.604,7404.4,0.526,-1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:40:30,1.14,0.00,24.64,1504.08,0x00000000,24.651,24.599,7404.2,0.471,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:41:00,1.14,0.00,24.63,1504.07,0x00000000,24.647,24.597,7404.3,0.427,-0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:41:30,1.14,0.00,24.64,1504.06,0x00000000,24.647,24.593,7404.3,0.490,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:42:00,1.14,0.00,24.63,1504.05,0x00000000,24.646,24.592,7404.3,0.404,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:42:30,1.14,0.00,24.63,1504.03,0x00000000,24.644,24.593,7404.4,0.423,-0.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:43:00,1.14,0.00,24.63,1504.06,0x00000000,24.642,24.592,7404.3,0.436,0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:43:30,1.14,0.00,24.63,1504.03,0x00000000,24.641,24.590,7404.4,0.411,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:44:00,1.14,0.00,24.63,1504.02,0x00000000,24.639,24.588,7404.5,0.558,-0.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:44:30,1.14,0.00,24.62,1504.01,0x00000000,24.635,24.585,7404.5,0.527,-0.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:45:00,1.14,0.00,24.62,1504.05,0x00000000,24.635,24.584,7404.3,0.512,0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:45:30,1.14,0.00,24.62,1504.01,0x00000000,24.637,24.584,7404.5,0.419,-0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:46:00,1.14,0.00,24.62,1503.98,0x00000000,24.633,24.581,7404.6,0.405,-1.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:46:30,1.14,0.00,24.62,1503.99,0x00000000,24.634,24.579,7404.6,0.498,-0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:47:00,1.14,0.00,24.62,1503.96,0x00000000,24.633,24.580,7404.7,0.437,-1.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:47:30,1.14,0.00,24.62,1503.98,0x00000000,24.631,24.579,7404.6,0.480,-0.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:48:00,1.14,0.00,24.61,1503.98,0x00000000,24.627,24.577,7404.6,0.529,-0.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:48:30,1.14,0.00,24.61,1503.99,0x00000000,24.625,24.577,7404.6,0.569,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:49:00,1.14,0.00,24.61,1503.97,0x00000000,24.624,24.575,7404.6,0.417,-0.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:49:30,1.14,0.00,24.61,1504.01,0x00000000,24.624,24.574,7404.5,0.427,0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:50:00,1.14,0.00,24.61,1504.01,0x00000000,24.624,24.573,7404.5,0.516,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:50:30,1.14,0.00,24.61,1503.95,0x00000000,24.620,24.571,7404.8,0.495,-1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:51:00,1.14,0.00,24.61,1503.95,0x00000000,24.617,24.569,7404.7,0.507,-0.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:51:30,1.14,0.00,24.61,1503.97,0x00000000,24.621,24.571,7404.7,0.468,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:52:00,1.14,0.00,24.61,1503.95,0x00000000,24.620,24.570,7404.7,0.455,-0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:52:30,1.14,0.00,24.61,1503.95,0x00000000,24.619,24.567,7404.8,0.449,-0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:53:00,1.14,0.00,24.60,1503.90,0x00000000,24.615,24.565,7404.9,0.481,-2.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:53:30,1.14,0.00,24.61,1503.93,0x00000000,24.618,24.565,7404.8,0.481,-0.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:54:00,1.14,0.00,24.60,1503.94,0x00000000,24.614,24.564,7404.8,0.373,-0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:54:30,1.14,0.00,24.60,1503.93,0x00000000,24.614,24.563,7404.8,0.453,-0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:55:00,1.14,0.00,24.60,1503.94,0x00000000,24.610,24.562,7404.8,0.500,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:55:30,1.14,0.00,24.60,1503.94,0x00000000,24.613,24.563,7404.8,0.438,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:56:00,1.14,0.00,24.60,1503.90,0x00000000,24.614,24.563,7404.9,0.415,-1.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:56:30,1.14,0.00,24.60,1503.93,0x00000000,24.612,24.561,7404.8,0.437,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:57:00,1.14,0.00,24.60,1503.94,0x00000000,24.610,24.561,7404.8,0.446,-0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:57:30,1.14,0.00,24.60,1503.96,0x00000000,24.613,24.560,7404.7,0.474,0.8,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:58:00,1.14,0.00,24.60,1503.90,0x00000000,24.611,24.564,7404.9,0.433,-1.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:58:30,1.14,0.00,24.60,1503.87,0x00000000,24.608,24.558,7405.0,0.419,-1.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:59:00,1.14,0.00,24.60,1503.93,0x00000000,24.608,24.558,7404.8,0.472,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:59:30,1.14,0.00,24.60,1503.93,0x00000000,24.608,24.553,7404.8,0.431,0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 12:00:00,1.14,0.00,24.60,1503.94,0x00000000,24.608,24.557,7404.8,0.447,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 12:00:30,1.14,0.00,24.60,1503.90,0x00000000,24.607,24.557,7404.9,0.477,-0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 12:01:00,1.14,0.00,24.60,1503.87,0x00000000,24.608,24.556,7405.1,0.400,-1.4,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 12:01:30,1.14,0.00,24.59,1503.86,0x00000000,24.606,24.554,7405.1,0.450,-1.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 12:02:00,1.14,0.00,24.59,1503.90,0x00000000,24.606,24.555,7404.9,0.490,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 12:02:30,1.14,0.00,24.59,1503.90,0x00000000,24.605,24.554,7404.9,0.504,-0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 12:03:00,1.14,0.00,24.59,1503.87,0x00000000,24.606,24.556,7405.1,0.388,-1.1,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 12:03:30,1.14,0.00,24.59,1503.88,0x00000000,24.603,24.553,7405.0,0.449,-0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 12:04:00,1.14,0.00,24.59,1503.86,0x00000000,24.603,24.554,7405.1,0.405,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 12:04:30,1.14,0.00,24.59,1503.92,0x00000000,24.603,24.554,7404.8,0.451,0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
