Time,Untitled
2025/1/13 17:56:29,45.97 
2025/1/13 17:56:31,46.09 
2025/1/13 17:56:33,46.72 
2025/1/13 17:56:35,46.72 
2025/1/13 17:56:37,42.95 
2025/1/13 17:56:39,49.22 
2025/1/13 17:56:41,48.52 
2025/1/13 17:56:44,43.26 
2025/1/13 17:56:46,48.17 
2025/1/13 17:56:48,44.13 
2025/1/13 17:56:50,43.52 
2025/1/13 17:56:52,43.52 
2025/1/13 17:56:54,52.20 
2025/1/13 17:56:56,45.85 
2025/1/13 17:56:58,44.92 
2025/1/13 17:57:01,58.57 
2025/1/13 17:57:05,49.34 
2025/1/13 17:57:07,49.34 
2025/1/13 17:57:09,50.12 
2025/1/13 17:57:11,44.08 
2025/1/13 17:57:13,44.85 
2025/1/13 17:57:15,44.81 
2025/1/13 17:57:18,39.88 
2025/1/13 17:57:20,40.51 
2025/1/13 17:57:22,40.51 
2025/1/13 17:57:24,39.57 
2025/1/13 17:57:26,34.40 
2025/1/13 17:57:28,47.54 
2025/1/13 17:57:30,43.79 
2025/1/13 17:57:32,39.11 
2025/1/13 17:57:34,42.24 
2025/1/13 17:57:37,42.24 
2025/1/13 17:57:39,41.30 
2025/1/13 17:57:41,40.50 
2025/1/13 17:57:43,60.22 
2025/1/13 17:57:45,51.92 
2025/1/13 17:57:47,52.70 
2025/1/13 17:57:49,64.69 
2025/1/13 17:57:51,64.69 
2025/1/13 17:57:54,57.69 
2025/1/13 17:57:56,54.24 
2025/1/13 17:57:58,54.39 
2025/1/13 17:58:00,49.30 
2025/1/13 17:58:02,52.40 
2025/1/13 17:58:04,53.48 
2025/1/13 17:58:06,53.42 
2025/1/13 17:58:08,53.42 
2025/1/13 17:58:11,63.68 
2025/1/13 17:58:13,59.03 
2025/1/13 17:58:15,59.26 
2025/1/13 17:58:17,77.51 
2025/1/13 17:58:19,72.98 
2025/1/13 17:58:21,82.95 
2025/1/13 17:58:23,82.95 
2025/1/13 17:58:25,97.87 
2025/1/13 17:58:28,91.46 
2025/1/13 17:58:30,98.78 
2025/1/13 17:58:34,100.70 
2025/1/13 17:58:36,116.67 
2025/1/13 17:58:38,116.67 
2025/1/13 17:58:40,117.21 
2025/1/13 17:58:42,114.63 
2025/1/13 17:58:45,114.22 
2025/1/13 17:58:47,100.11 
2025/1/13 17:58:49,85.21 
2025/1/13 17:58:51,85.14 
2025/1/13 17:58:53,72.01 
2025/1/13 17:58:55,72.01 
2025/1/13 17:58:57,64.05 
2025/1/13 17:58:59,67.88 
2025/1/13 17:59:02,60.61 
2025/1/13 17:59:04,61.93 
2025/1/13 17:59:08,59.47 
2025/1/13 17:59:10,59.47 
2025/1/13 17:59:12,63.27 
2025/1/13 17:59:14,71.92 
2025/1/13 17:59:16,64.54 
2025/1/13 17:59:19,65.41 
2025/1/13 17:59:21,64.53 
2025/1/13 17:59:23,57.91 
2025/1/13 17:59:25,57.91 
2025/1/13 17:59:27,67.75 
2025/1/13 17:59:29,64.30 
2025/1/13 17:59:31,61.16 
2025/1/13 17:59:33,82.55 
2025/1/13 17:59:36,72.96 
2025/1/13 17:59:38,73.09 
2025/1/13 17:59:40,77.57 
2025/1/13 17:59:42,77.57 
2025/1/13 17:59:44,70.30 
2025/1/13 17:59:46,68.88 
2025/1/13 17:59:48,70.29 
2025/1/13 17:59:50,64.99 
2025/1/13 17:59:53,64.90 
2025/1/13 17:59:55,73.50 
2025/1/13 17:59:57,73.50 
2025/1/13 17:59:59,69.95 
2025/1/13 18:00:01,68.39 
2025/1/13 18:00:03,67.19 
2025/1/13 18:00:05,56.54 
2025/1/13 18:00:07,64.55 
2025/1/13 18:00:09,57.77 
2025/1/13 18:00:12,57.77 
2025/1/13 18:00:14,52.17 
2025/1/13 18:00:16,57.65 
2025/1/13 18:00:18,51.01 
2025/1/13 18:00:20,51.06 
2025/1/13 18:00:22,57.43 
2025/1/13 18:00:24,51.87 
2025/1/13 18:00:27,51.87 
2025/1/13 18:00:29,51.83 
2025/1/13 18:00:31,60.08 
2025/1/13 18:00:33,54.29 
2025/1/13 18:00:35,54.39 
2025/1/13 18:00:39,55.23 
2025/1/13 18:00:41,59.80 
2025/1/13 18:00:44,59.80 
2025/1/13 18:00:46,61.07 
2025/1/13 18:00:48,56.53 
2025/1/13 18:00:50,63.01 
2025/1/13 18:00:52,57.37 
2025/1/13 18:00:54,56.05 
2025/1/13 18:00:56,68.71 
2025/1/13 18:01:01,60.60 
2025/1/13 18:01:03,54.48 
2025/1/13 18:01:05,63.34 
2025/1/13 18:01:07,54.30 
2025/1/13 18:01:09,50.76 
2025/1/13 18:01:11,50.77 
2025/1/13 18:01:13,46.11 
2025/1/13 18:01:16,46.11 
2025/1/13 18:01:18,46.26 
2025/1/13 18:01:20,50.15 
2025/1/13 18:01:22,46.50 
2025/1/13 18:01:24,54.55 
2025/1/13 18:01:26,53.40 
2025/1/13 18:01:28,47.96 
2025/1/13 18:01:31,47.96 
2025/1/13 18:01:33,51.51 
2025/1/13 18:01:35,51.70 
2025/1/13 18:01:37,47.36 
2025/1/13 18:01:39,56.69 
2025/1/13 18:01:41,48.86 
2025/1/13 18:01:43,48.77 
2025/1/13 18:01:46,49.65 
2025/1/13 18:01:48,49.65 
2025/1/13 18:01:50,45.76 
2025/1/13 18:01:52,45.92 
2025/1/13 18:01:54,50.54 
2025/1/13 18:01:56,50.31 
2025/1/13 18:01:58,50.36 
2025/1/13 18:02:01,51.23 
2025/1/13 18:02:03,50.45 
2025/1/13 18:02:05,50.45 
2025/1/13 18:02:07,54.85 
2025/1/13 18:02:09,58.69 
2025/1/13 18:02:11,51.87 
2025/1/13 18:02:13,51.84 
2025/1/13 18:02:15,51.86 
2025/1/13 18:02:18,50.90 
2025/1/13 18:02:20,50.90 
2025/1/13 18:02:22,51.84 
2025/1/13 18:02:24,47.82 
2025/1/13 18:02:26,47.82 
2025/1/13 18:02:28,67.63 
2025/1/13 18:02:30,60.75 
2025/1/13 18:02:33,61.62 
2025/1/13 18:02:35,58.64 
2025/1/13 18:02:37,58.64 
2025/1/13 18:02:39,52.93 
2025/1/13 18:02:41,70.39 
2025/1/13 18:02:43,69.35 
2025/1/13 18:02:45,60.48 
2025/1/13 18:02:47,67.71 
2025/1/13 18:02:50,66.14 
2025/1/13 18:02:52,66.14 
2025/1/13 18:02:54,60.72 
2025/1/13 18:02:56,70.13 
2025/1/13 18:02:58,63.02 
2025/1/13 18:03:00,58.27 
2025/1/13 18:03:02,65.17 
2025/1/13 18:03:05,56.25 
2025/1/13 18:03:07,53.45 
2025/1/13 18:03:09,53.45 
2025/1/13 18:03:11,54.65 
2025/1/13 18:03:13,49.72 
2025/1/13 18:03:15,55.80 
2025/1/13 18:03:17,68.08 
2025/1/13 18:03:19,60.72 
2025/1/13 18:03:22,60.57 
2025/1/13 18:03:24,60.57 
2025/1/13 18:03:26,60.33 
2025/1/13 18:03:28,60.24 
2025/1/13 18:03:30,61.60 
2025/1/13 18:03:32,56.35 
2025/1/13 18:03:34,52.07 
2025/1/13 18:03:37,65.97 
2025/1/13 18:03:39,59.33 
2025/1/13 18:03:41,59.33 
2025/1/13 18:03:43,54.82 
2025/1/13 18:03:45,61.40 
2025/1/13 18:03:47,54.26 
2025/1/13 18:03:49,54.20 
2025/1/13 18:03:51,54.44 
2025/1/13 18:03:54,49.66 
2025/1/13 18:03:56,46.56 
2025/1/13 18:03:58,46.56 
2025/1/13 18:04:00,46.63 
2025/1/13 18:04:02,44.36 
2025/1/13 18:04:04,50.09 
2025/1/13 18:04:06,52.90 
2025/1/13 18:04:09,48.84 
2025/1/13 18:04:11,53.22 
2025/1/13 18:04:13,53.22 
2025/1/13 18:04:15,52.43 
2025/1/13 18:04:17,49.56 
2025/1/13 18:04:19,59.62 
2025/1/13 18:04:21,53.86 
2025/1/13 18:04:23,53.92 
2025/1/13 18:04:26,60.39 
2025/1/13 18:04:28,51.33 
2025/1/13 18:04:30,51.33 
2025/1/13 18:04:32,51.18 
2025/1/13 18:04:34,51.01 
2025/1/13 18:04:36,44.23 
2025/1/13 18:04:38,45.08 
2025/1/13 18:04:43,50.30 
2025/1/13 18:04:45,50.30 
2025/1/13 18:04:47,54.55 
2025/1/13 18:04:49,50.73 
2025/1/13 18:04:51,44.16 
2025/1/13 18:04:53,48.64 
2025/1/13 18:04:56,45.89 
2025/1/13 18:04:58,43.01 
2025/1/13 18:05:00,47.03 
2025/1/13 18:05:02,47.03 
2025/1/13 18:05:04,43.49 
2025/1/13 18:05:06,40.32 
2025/1/13 18:05:08,48.38 
2025/1/13 18:05:10,44.53 
2025/1/13 18:05:13,45.21 
2025/1/13 18:05:15,50.19 
2025/1/13 18:05:17,50.19 
2025/1/13 18:05:19,45.48 
2025/1/13 18:05:21,46.56 
2025/1/13 18:05:23,46.62 
2025/1/13 18:05:25,44.33 
2025/1/13 18:05:28,52.18 
2025/1/13 18:05:30,52.93 
2025/1/13 18:05:32,47.97 
2025/1/13 18:05:34,47.97 
2025/1/13 18:05:36,58.09 
2025/1/13 18:05:38,59.15 
2025/1/13 18:05:40,59.17 
2025/1/13 18:05:43,74.40 
2025/1/13 18:05:45,65.38 
2025/1/13 18:05:47,58.23 
2025/1/13 18:05:49,58.23 
2025/1/13 18:05:51,75.12 
2025/1/13 18:05:53,65.27 
2025/1/13 18:05:55,65.13 
2025/1/13 18:05:58,74.11 
2025/1/13 18:06:00,66.30 
2025/1/13 18:06:02,65.31 
2025/1/13 18:06:04,74.62 
2025/1/13 18:06:06,74.62 
2025/1/13 18:06:08,63.01 
2025/1/13 18:06:10,73.89 
2025/1/13 18:06:12,75.03 
2025/1/13 18:06:15,67.85 
2025/1/13 18:06:17,76.18 
2025/1/13 18:06:19,65.67 
2025/1/13 18:06:21,59.11 
2025/1/13 18:06:23,59.11 
2025/1/13 18:06:25,70.58 
2025/1/13 18:06:27,61.05 
2025/1/13 18:06:30,53.61 
2025/1/13 18:06:32,62.40 
2025/1/13 18:06:34,54.23 
2025/1/13 18:06:36,50.02 
2025/1/13 18:06:38,50.02 
2025/1/13 18:06:40,53.48 
2025/1/13 18:06:42,45.91 
2025/1/13 18:06:45,45.02 
2025/1/13 18:06:47,41.73 
2025/1/13 18:06:49,37.20 
2025/1/13 18:06:51,39.51 
2025/1/13 18:06:55,37.14 
2025/1/13 18:06:57,33.41 
2025/1/13 18:07:00,33.41 
2025/1/13 18:07:02,49.35 
2025/1/13 18:07:04,45.79 
2025/1/13 18:07:06,52.81 
2025/1/13 18:07:08,45.96 
2025/1/13 18:07:10,46.12 
2025/1/13 18:07:12,46.12 
2025/1/13 18:07:15,56.03 
2025/1/13 18:07:17,51.34 
2025/1/13 18:07:19,50.64 
2025/1/13 18:07:21,51.75 
2025/1/13 18:07:23,52.71 
2025/1/13 18:07:25,59.27 
2025/1/13 18:07:27,59.27 
2025/1/13 18:07:30,59.45 
2025/1/13 18:07:32,55.70 
2025/1/13 18:07:34,69.06 
2025/1/13 18:07:36,70.78 
2025/1/13 18:07:38,71.09 
2025/1/13 18:07:40,103.73 
2025/1/13 18:07:42,101.57 
2025/1/13 18:07:45,101.57 
2025/1/13 18:07:47,101.56 
2025/1/13 18:07:49,127.46 
2025/1/13 18:07:51,115.50 
2025/1/13 18:07:53,124.61 
2025/1/13 18:07:57,130.30 
2025/1/13 18:08:00,127.46 
2025/1/13 18:08:02,127.46 
2025/1/13 18:08:04,119.12 
2025/1/13 18:08:06,102.75 
2025/1/13 18:08:08,94.19 
2025/1/13 18:08:10,93.75 
2025/1/13 18:08:12,85.16 
2025/1/13 18:08:14,79.50 
2025/1/13 18:08:17,79.50 
2025/1/13 18:08:19,79.21 
2025/1/13 18:08:21,69.55 
2025/1/13 18:08:23,64.77 
2025/1/13 18:08:25,60.49 
2025/1/13 18:08:27,56.72 
2025/1/13 18:08:30,76.97 
2025/1/13 18:08:32,66.67 
2025/1/13 18:08:34,66.67 
2025/1/13 18:08:36,61.54 
2025/1/13 18:08:38,61.65 
2025/1/13 18:08:40,55.31 
2025/1/13 18:08:42,60.23 
2025/1/13 18:08:44,73.70 
2025/1/13 18:08:47,64.86 
2025/1/13 18:08:49,69.99 
2025/1/13 18:08:51,69.99 
2025/1/13 18:08:53,79.71 
2025/1/13 18:08:55,71.95 
2025/1/13 18:08:57,73.01 
2025/1/13 18:08:59,73.34 
2025/1/13 18:09:02,69.37 
2025/1/13 18:09:04,78.73 
2025/1/13 18:09:06,78.73 
2025/1/13 18:09:08,70.28 
2025/1/13 18:09:10,65.22 
2025/1/13 18:09:12,70.38 
2025/1/13 18:09:14,61.36 
2025/1/13 18:09:16,55.30 
2025/1/13 18:09:19,55.24 
2025/1/13 18:09:21,52.32 
2025/1/13 18:09:23,52.32 
2025/1/13 18:09:25,51.57 
2025/1/13 18:09:27,56.78 
2025/1/13 18:09:29,51.53 
2025/1/13 18:09:31,52.29 
2025/1/13 18:09:34,58.76 
2025/1/13 18:09:36,53.95 
2025/1/13 18:09:38,53.95 
2025/1/13 18:09:40,52.82 
2025/1/13 18:09:42,48.02 
2025/1/13 18:09:44,43.14 
2025/1/13 18:09:46,44.21 
2025/1/13 18:09:49,39.70 
2025/1/13 18:09:51,39.03 
2025/1/13 18:09:53,53.91 
2025/1/13 18:09:55,53.91 
2025/1/13 18:09:57,47.23 
2025/1/13 18:09:59,44.25 
2025/1/13 18:10:01,45.35 
2025/1/13 18:10:04,41.05 
2025/1/13 18:10:06,41.80 
2025/1/13 18:10:08,50.12 
2025/1/13 18:10:10,45.33 
2025/1/13 18:10:12,45.33 
2025/1/13 18:10:14,51.10 
2025/1/13 18:10:16,51.06 
2025/1/13 18:10:19,46.54 
2025/1/13 18:10:21,52.44 
2025/1/13 18:10:23,45.54 
2025/1/13 18:10:25,42.64 
2025/1/13 18:10:27,43.19 
2025/1/13 18:10:29,43.19 
2025/1/13 18:10:32,39.69 
2025/1/13 18:10:34,39.14 
2025/1/13 18:10:36,45.93 
2025/1/13 18:10:38,39.43 
2025/1/13 18:10:40,39.44 
2025/1/13 18:10:42,42.73 
2025/1/13 18:10:44,36.32 
2025/1/13 18:10:47,36.32 
2025/1/13 18:10:49,35.75 
2025/1/13 18:10:51,40.16 
2025/1/13 18:10:53,36.71 
2025/1/13 18:10:55,37.37 
2025/1/13 18:10:57,37.23 
2025/1/13 18:11:00,33.56 
2025/1/13 18:11:02,40.23 
2025/1/13 18:11:04,40.23 
2025/1/13 18:11:06,40.28 
2025/1/13 18:11:08,40.35 
2025/1/13 18:11:10,50.69 
2025/1/13 18:11:13,44.41 
2025/1/13 18:11:15,40.38 
2025/1/13 18:11:17,51.42 
2025/1/13 18:11:19,44.92 
2025/1/13 18:11:21,44.92 
2025/1/13 18:11:23,45.12 
2025/1/13 18:11:25,45.78 
2025/1/13 18:11:28,40.41 
2025/1/13 18:11:30,42.85 
2025/1/13 18:11:32,42.91 
2025/1/13 18:11:34,38.25 
2025/1/13 18:11:36,40.49 
2025/1/13 18:11:38,40.49 
2025/1/13 18:11:40,38.44 
2025/1/13 18:11:43,36.06 
2025/1/13 18:11:45,46.67 
2025/1/13 18:11:47,41.70 
2025/1/13 18:11:49,38.19 
2025/1/13 18:11:51,44.93 
2025/1/13 18:11:53,40.23 
2025/1/13 18:11:56,40.23 
2025/1/13 18:11:58,39.48 
2025/1/13 18:12:00,38.90 
2025/1/13 18:12:02,36.76 
2025/1/13 18:12:04,36.90 
2025/1/13 18:12:06,36.94 
2025/1/13 18:12:08,36.22 
2025/1/13 18:12:11,36.22 
2025/1/13 18:12:13,38.25 
2025/1/13 18:12:15,39.20 
2025/1/13 18:12:17,36.12 
2025/1/13 18:12:19,40.66 
2025/1/13 18:12:21,40.63 
2025/1/13 18:12:23,36.87 
2025/1/13 18:12:26,43.09 
2025/1/13 18:12:28,43.09 
2025/1/13 18:12:30,38.75 
2025/1/13 18:12:32,39.33 
2025/1/13 18:12:34,49.11 
2025/1/13 18:12:36,44.24 
2025/1/13 18:12:38,42.07 
2025/1/13 18:12:41,42.15 
2025/1/13 18:12:43,37.95 
2025/1/13 18:12:45,37.95 
2025/1/13 18:12:47,38.03 
2025/1/13 18:12:49,42.29 
2025/1/13 18:12:51,38.04 
2025/1/13 18:12:54,43.20 
2025/1/13 18:12:56,47.38 
2025/1/13 18:12:58,42.91 
2025/1/13 18:13:00,54.78 
2025/1/13 18:13:02,54.78 
2025/1/13 18:13:04,50.19 
2025/1/13 18:13:07,46.95 
2025/1/13 18:13:09,50.00 
2025/1/13 18:13:11,46.36 
2025/1/13 18:13:13,44.09 
2025/1/13 18:13:15,52.23 
2025/1/13 18:13:17,46.67 
2025/1/13 18:13:19,46.67 
2025/1/13 18:13:22,46.62 
2025/1/13 18:13:24,55.62 
2025/1/13 18:13:26,48.58 
2025/1/13 18:13:28,48.34 
2025/1/13 18:13:30,48.14 
2025/1/13 18:13:32,45.77 
2025/1/13 18:13:37,49.26 
2025/1/13 18:13:39,50.06 
2025/1/13 18:13:41,45.79 
2025/1/13 18:13:43,45.65 
2025/1/13 18:13:45,43.35 
2025/1/13 18:13:47,41.08 
2025/1/13 18:13:50,49.46 
2025/1/13 18:13:52,44.12 
2025/1/13 18:13:54,44.12 
2025/1/13 18:13:56,41.48 
2025/1/13 18:13:58,52.64 
2025/1/13 18:14:00,46.04 
2025/1/13 18:14:03,45.38 
2025/1/13 18:14:05,45.29 
2025/1/13 18:14:07,40.41 
2025/1/13 18:14:09,41.08 
2025/1/13 18:14:11,41.08 
2025/1/13 18:14:13,41.04 
2025/1/13 18:14:15,38.21 
2025/1/13 18:14:18,40.46 
2025/1/13 18:14:20,43.56 
2025/1/13 18:14:22,41.44 
2025/1/13 18:14:24,43.72 
2025/1/13 18:14:26,43.72 
2025/1/13 18:14:28,43.72 
2025/1/13 18:14:30,42.75 
2025/1/13 18:14:33,49.37 
2025/1/13 18:14:35,44.92 
2025/1/13 18:14:37,41.54 
2025/1/13 18:14:43,41.04 
2025/1/13 18:14:46,41.04 
2025/1/13 18:14:48,41.05 
2025/1/13 18:14:50,38.63 
2025/1/13 18:14:52,45.23 
2025/1/13 18:14:54,45.16 
2025/1/13 18:14:56,42.72 
2025/1/13 18:14:59,43.78 
2025/1/13 18:15:01,54.00 
2025/1/13 18:15:03,49.55 
2025/1/13 18:15:05,49.55 
2025/1/13 18:15:07,56.52 
2025/1/13 18:15:09,52.70 
2025/1/13 18:15:12,47.72 
2025/1/13 18:15:14,56.61 
2025/1/13 18:15:16,52.31 
2025/1/13 18:15:18,51.18 
2025/1/13 18:15:20,51.93 
2025/1/13 18:15:22,51.93 
2025/1/13 18:15:25,46.73 
2025/1/13 18:15:27,47.84 
2025/1/13 18:15:29,51.26 
2025/1/13 18:15:31,47.99 
2025/1/13 18:15:33,48.20 
2025/1/13 18:15:35,56.05 
2025/1/13 18:15:37,52.02 
2025/1/13 18:15:40,52.02 
2025/1/13 18:15:42,59.72 
2025/1/13 18:15:44,59.49 
2025/1/13 18:15:46,59.30 
2025/1/13 18:15:48,66.97 
2025/1/13 18:15:50,63.15 
2025/1/13 18:15:52,62.33 
2025/1/13 18:15:55,66.41 
2025/1/13 18:15:57,66.41 
2025/1/13 18:15:59,61.80 
2025/1/13 18:16:01,58.38 
2025/1/13 18:16:03,68.41 
2025/1/13 18:16:05,64.40 
2025/1/13 18:16:08,62.96 
2025/1/13 18:16:10,78.06 
2025/1/13 18:16:12,69.67 
2025/1/13 18:16:14,69.67 
2025/1/13 18:16:16,75.67 
2025/1/13 18:16:18,81.81 
2025/1/13 18:16:21,74.73 
2025/1/13 18:16:23,79.24 
2025/1/13 18:16:25,78.11 
2025/1/13 18:16:27,72.69 
2025/1/13 18:16:29,86.26 
2025/1/13 18:16:31,86.26 
2025/1/13 18:16:33,79.84 
2025/1/13 18:16:36,73.33 
2025/1/13 18:16:38,85.40 
2025/1/13 18:16:40,72.75 
2025/1/13 18:16:42,65.31 
2025/1/13 18:16:44,77.68 
2025/1/13 18:16:46,66.61 
2025/1/13 18:16:49,66.61 
2025/1/13 18:16:51,62.25 
2025/1/13 18:16:53,68.38 
2025/1/13 18:16:55,58.79 
2025/1/13 18:16:57,58.97 
2025/1/13 18:16:59,69.06 
2025/1/13 18:17:02,59.99 
2025/1/13 18:17:04,59.98 
2025/1/13 18:17:06,59.98 
2025/1/13 18:17:08,64.00 
2025/1/13 18:17:10,58.58 
2025/1/13 18:17:12,72.62 
2025/1/13 18:17:14,67.83 
2025/1/13 18:17:17,61.91 
2025/1/13 18:17:19,88.05 
2025/1/13 18:17:21,78.10 
2025/1/13 18:17:23,78.10 
2025/1/13 18:17:25,72.48 
2025/1/13 18:17:27,76.86 
2025/1/13 18:17:30,71.81 
2025/1/13 18:17:32,81.48 
2025/1/13 18:17:34,102.74 
2025/1/13 18:17:36,89.73 
2025/1/13 18:17:38,98.06 
2025/1/13 18:17:40,98.06 
2025/1/13 18:17:43,105.06 
2025/1/13 18:17:45,99.28 
2025/1/13 18:17:47,116.34 
2025/1/13 18:17:49,116.25 
2025/1/13 18:17:51,116.67 
2025/1/13 18:17:53,143.27 
2025/1/13 18:17:56,142.67 
2025/1/13 18:17:58,140.88 
2025/1/13 18:18:00,140.88 
2025/1/13 18:18:02,162.79 
2025/1/13 18:18:04,151.87 
2025/1/13 18:18:06,154.71 
2025/1/13 18:18:11,154.05 
2025/1/13 18:18:13,157.58 
2025/1/13 18:18:15,155.53 
2025/1/13 18:18:17,155.53 
2025/1/13 18:18:19,131.02 
2025/1/13 18:18:22,122.74 
2025/1/13 18:18:24,122.90 
2025/1/13 18:18:26,111.84 
2025/1/13 18:18:28,112.39 
2025/1/13 18:18:30,106.83 
2025/1/13 18:18:32,95.84 
2025/1/13 18:18:34,95.84 
2025/1/13 18:18:37,109.60 
2025/1/13 18:18:39,103.68 
2025/1/13 18:18:41,103.26 
2025/1/13 18:18:43,109.67 
2025/1/13 18:18:45,95.90 
2025/1/13 18:18:47,102.43 
2025/1/13 18:18:50,121.44 
2025/1/13 18:18:52,121.44 
2025/1/13 18:18:54,106.33 
2025/1/13 18:18:56,104.86 
2025/1/13 18:18:58,118.45 
2025/1/13 18:19:01,108.26 
2025/1/13 18:19:03,114.75 
2025/1/13 18:19:05,123.39 
2025/1/13 18:19:07,114.08 
2025/1/13 18:19:09,123.51 
2025/1/13 18:19:11,123.51 
2025/1/13 18:19:14,125.89 
2025/1/13 18:19:16,115.87 
2025/1/13 18:19:18,127.61 
2025/1/13 18:19:20,119.55 
2025/1/13 18:19:22,107.02 
2025/1/13 18:19:24,108.88 
2025/1/13 18:19:27,97.58 
2025/1/13 18:19:29,97.58 
2025/1/13 18:19:31,88.11 
2025/1/13 18:19:33,93.66 
2025/1/13 18:19:37,81.77 
2025/1/13 18:19:39,93.79 
2025/1/13 18:19:42,80.60 
2025/1/13 18:19:44,81.64 
2025/1/13 18:19:46,81.64 
2025/1/13 18:19:48,101.58 
2025/1/13 18:19:50,96.36 
2025/1/13 18:19:53,102.30 
2025/1/13 18:19:55,102.68 
2025/1/13 18:19:57,94.93 
2025/1/13 18:19:59,108.51 
